id,templateName,slug,emailDescription,subject,emailTitle,emailContent,isActive,createdAt,updatedAt
62,Country Owner  Agreement Rejected,country-owner-agreement-rejected,Country Owner  Agreement Rejected,Area Owner Agreement Rejected with reason,Area Owner Agreement Rejected with reason,"Dear {countryadmin},&nbsp;&nbsp;Your submitted Country Licensee Agreement agreement could not be verified.Please fix the issues mentioned below and re-submit the agreement from Agreement &gt; Area Licensee Agreement section.&nbsp;Issues:&nbsp;{issues_description}",False,2022-11-09 12:15:20.187 +0545,2023-01-19 18:08:44.174 +0545
106,New EOI Received of country owner,new-eoi-received-of-country-owner,Email sent to global admin  when new EOI of Country Owner is received.,New Registration Received,New Registration Received,"Dear {globaladmin},A New Country Licensee request has been received.&nbsp;Name : {username}Email:{useremail}Phone:{userphone}Login to your Dashboard to view this request.",True,2022-11-09 17:14:49.443 +0545,2023-09-07 11:20:51.434 +0545
126,EOI Approved of Club,eoi-approved-of-club,Email sent to EOI sender when their EOI for Club is approved,Registration Successful,Registration Successful,"Dear {club},&nbsp;Congratulations!! Your club has been successfully registered to TouristSaver. Please use the following credentials to login in to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;&nbsp;Email: {email}Password:{password}&nbsp;&nbsp;Click here to login in to club Dashboard. &nbsp;&nbsp;Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue membership.",True,2022-11-09 17:29:05.226 +0545,2023-09-07 11:05:08.007 +0545
186,Nominated Collaboration Partner Registration Rejected,nominated-collaboration-partner-registration-rejected,Email sent to Collaboration Partner Referrer when their nominated collaboration partner Registration  is rejected.,Collaboration Partner Registration Unsuccessful,Collaboration Partner Registration Unsuccessful,"Dear {referrer},Sorry! Your referred collaboration partner registration in TouristSaver is unsuccessful due to following issues. Please contact TouristSaver.&nbsp;Issues:&nbsp;{issues_description}&nbsp;",True,2022-11-17 09:50:35.774 +0545,2023-04-02 11:05:11.464 +0545
145,Charity Registration Successful for state owner,charity-registration-successful-for-state-owner,Email sent to State Owners when the charity requested by them is approved. ,Charity Registration Successful,Charity Registration Successful,"Dear {stateowner},Congratulations!! Your requested charity with following details has been successfully registered in the TouristSaver System.&nbsp;Charity Name: {charity_name}Email: {charity_email}Phone: {charity_phone}Please encourage this charity to sign the charity agreement so that they can issue membership.",True,2022-11-11 09:49:43.710 +0545,2023-04-02 13:29:14.661 +0545
140,Charity Registration Successful for area owner,charity-registration-successful-for-area-owner,Email sent to Area Owners when the charity requested by them is approved. ,Charity Registration Successful,Charity Registration Successful,"Dear {areaowner},Congratulations!! Your requested charity with following details has been successfully registered in the TouristSaver System.&nbsp;Charity Name: {charity_name}Email: {charity_email}Phone: {charity_phone}Please encourage this charity to sign the charity agreement so that they can issue membership.",True,2022-11-11 09:27:21.804 +0545,2023-04-02 13:30:01.479 +0545
148,Club Registration Successful for collaboration partner,club-registration-successful-for-collaboration-partner,This email is sent to Collaboration Partners when the club requested by them is approved. ,Club Registration Successful,Club Registration Successful,"Dear {collaborationpartner},Congratulations! Your requested club with following details has been successfully registered in the TouristSaver System.&nbsp;Club Name: {club_name}Email: {club_email}Phone: {club_phone}Please encourage this club to sign the club agreement so that they can issue membership.",True,2022-11-11 09:51:36.871 +0545,2023-04-02 13:31:43.476 +0545
102,Issuer Agreement Submission for Sales Agent,issuer-agreement-submission-for-sales-agent,Issuer Agreement Submission for Sales Agent,Issuer Agreement  Re-submitted,Issuer Agreement  Re-submitted,"Dear {countryadmin},&nbsp;An Issuer Agreement has been re-submitted by following user&nbsp;Username : {username}Email:{email} Phone:{phone}Role:{userrole}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 16:51:53.387 +0545,2023-01-19 17:59:21.600 +0545
63,Country Owner Agreement Re-Submission,country-owner-agreement-re-submission,Country Owner Agreement Re-Submission,Country Owner Agreement Re-submission Received,Country Owner Agreement Re-submission Received,"Dear {globaladmin},&nbsp;A Country Licensee Agreement has been re-submitted.&nbsp;&nbsp;Country Licensee Name : {countryownername}Email:{countryowner_email}&nbsp;Phone:{countryowner_phone}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 12:16:04.654 +0545,2023-01-19 18:08:23.800 +0545
155,New EOI Received of sales agent,new-eoi-received-of-sales-agent,New EOI Received of sales agent,New Registration Received,New Registration Received,"Dear {countryadmin},A New Sales Agent request has been received.&nbsp;Name : {username}Email : {useremail}Phone : {userphone}Login to your panel to view this request.",True,2022-11-11 11:19:07.611 +0545,2023-01-31 11:43:34.140 +0545
152,Topup for the first time by the member issued by area owner,topup-for-the-first-time-by-the-member-issued-by-area-owner,"This email is sent to Area Owner, when the member issued by them performs their top-up. This email is sent every time when the member performs transaction.",Member Upgraded to Premium,Member Upgraded to Premium,"Dear {areaowner},Congratulations!! A member issued by you has now upgraded to premium membership. Details about this member are provided below.Member Name : {member_name}Member ID : {member_id}You will now receive a percentage of the membership and friendship for each transaction made by this member.",True,2022-11-11 10:08:35.673 +0545,2023-09-07 10:23:38.323 +0545
151,Topup for the first time by the member issued by Region Owner,topup-for-the-first-time-by-the-member-issued-by-region-owner,"This email is sent to Region Owner, when the member issued by them performs their top-up. This email is sent every time when the member performs transaction.",Member Upgraded to Premium,Member Upgraded to Premium,"Dear {regionowner},Congratulations!! A member issued by you has now upgraded to premium membership. Details about this member are provided below.Member Name : {member_name}Member ID : {member_id}You will now receive a percentage of the membership and friendship for each transaction made by this member.",True,2022-11-11 09:58:45.540 +0545,2023-09-07 10:24:21.607 +0545
178,Charity Registration Unsuccessful for white label user,charity-registration-unsuccessful-for-white-label-user,This email is sent to White Label Users when the charity requested by them is rejected.,Charity Request Rejected,Charity Request Rejected,"Dear {whitelabeluser},Sorry! Your requested charity with following details can't be approved in the TouristSaver system due to below mentioned issues.&nbsp;Charity Name : {charity_name}Email : {charity_email}Phone : {charity_phone}&nbsp;Issues:&nbsp;{issues_description}Please contact TouristSaver.",True,2022-11-15 12:49:15.530 +0545,2023-04-02 13:46:17.259 +0545
142,Charity Registration Successful for collaboration Partner,charity-registration-successful-for-collaboration-partner,Email sent to Collaboration Partners when the charity requested by them is approved. ,Charity Registration Successful,Charity Registration Successful,"Dear {collaborationpartner},Congratulations! Your requested charity with following details has been successfully registered in the TouristSaver System.&nbsp;Charity Name: {charity_name}Email: {charity_email}Phone: {charity_phone}Please encourage this charity to sign the charity agreement so that they can issue membership.",True,2022-11-11 09:34:52.121 +0545,2023-04-02 13:28:40.157 +0545
110,EOI Rejected of Country Owner,eoi-rejected-of-country-owner,EOI Rejected of Country Owner,Expression of Interest Rejected,Expression of Interest Rejected,"Dear {username},Your request for a Country Licensee registration with TouristSaver could not be approved due to the following issues. Please contact TouristSaver.Issues:&nbsp;{issues_description}
",True,2022-11-09 17:17:46.363 +0545,2023-09-07 11:18:21.511 +0545
183,Club Registration Unsuccessful for collaboration partner,club-registration-unsuccessful-for-collaboration-partner,This email is sent to Collaboration Partner when the club requested by them is rejected.,Club Request Rejected,Club Request Rejected,"Dear {collaborationpartner},Sorry! Your requested club with following details can't be approved in the TouristSaver system due to below mentioned issues.&nbsp;Club Name : {club_name}Email : {club_email}Phone : {club_phone}&nbsp;Issues:&nbsp;{issues_description}Please contact TouristSaver.",True,2022-11-15 12:53:56.980 +0545,2023-04-02 13:42:39.980 +0545
123,EOI Approved of Area Owner,eoi-approved-of-area-owner,Email sent to EOI sender when their EOI for Area Owner is approved,Registration Successful,Registration Successful,"Dear {areaowner},Congratulations!! Your request for Area Licensee has been successfully approved and you have been successfully registered as Area Licensee for {area_name} in TouristSaver. Please use the following credentials to login in to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;Email:{email}Password:{password}Click here to login in to area licensee Dashboard. &nbsp;&nbsp;Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue membership.",True,2022-11-09 17:26:10.091 +0545,2023-09-07 11:08:45.004 +0545
71,Club Agreement Re-Submission,club-agreement-re-submission,Club Agreement Re-Submission,Club Agreement Re-submitted,Club Agreement Re-submitted,"Dear {countryadmin},&nbsp;An Club Agreement has been re-submitted.&nbsp;&nbsp;Club Name : {clubname}&nbsp;Email:{club_email}&nbsp;Phone:{club_phone}&nbsp;&nbsp;Login to your panel to view this request.",False,2022-11-09 12:24:26.408 +0545,2023-01-19 18:05:36.908 +0545
159,Merchant Agreement Approved for Premium Package,merchant-agreement-approved-for-premium-package,Merchant Agreement Approved for Premium Package,Merchant Agreement Approved,Merchant Agreement Approved,"Dear {merchant},Congratulations! Your merchant agreement has been successfully approved. Please login to your panel and sign issuer agreement to be able to issue membership.&nbsp;",False,2022-11-11 11:26:52.390 +0545,2023-01-31 11:28:11.973 +0545
150,Topup for the first time by the member issued by State Owner,topup-for-the-first-time-by-the-member-issued-by-state-owner,Topup for the first time by the member issued by State Owner,Member Upgraded to Premium,Member Upgraded to Premium,"Dear {stateowner},Congratulations!! A member issued by you has now upgraded to premium membership. Details about this member are provided below.Member Name : {member_name}Member ID : {member_id}You will now receive a percentage of the membership and friendship for each transaction made by this member.",True,2022-11-11 09:53:17.300 +0545,2023-09-07 10:48:34.529 +0545
191,Verify Email OTP,verify-email-otp,Verify Email OTP,OTP to Verify Email,Verify Email OTP,"Dear User,Please verify your phone using the following OTP{otp_code}&nbsp;",True,2022-11-08 17:26:05.614 +0545,2023-01-30 15:27:20.398 +0545
153,Topup for the first time by the member issued by Collaboration Partner,topup-for-the-first-time-by-the-member-issued-by-collaboration-partner,"This email is sent to Collaboration Partner, when the member issued by them performs their top-up. This email is sent every time when the member performs transaction.",Member Upgraded to Premium,Member Upgraded to Premium,"Dear {collaborationpartner},Congratulations!! A member issued by you has now upgraded to premium membership. Details about this member are provided below.Member Name : {member_name}Member ID : {member_id}You will now receive a percentage of the membership and friendship for each transaction made by this member.",True,2022-11-11 10:11:31.430 +0545,2023-09-07 10:18:18.981 +0545
192,Reset Password For Member,reset-password-member,Reset Password for member sending OTP,Reset Password OTP,Reset Password,"Dear {member},Please use the following OTP to reset the password of your account.{otp_code}",True,2022-11-11 09:20:54.780 +0545,2023-01-30 15:26:54.520 +0545
157,Topup for the first time by the member issued by Club,topup-for-the-first-time-by-the-member-issued-by-club,"This email is sent to club, when the member issued by them performs their top-up. This email is sent every time when the member performs transaction.",Member Upgraded to Premium,Member Upgraded to Premium,"Dear {club},Congratulations!! A member issued by you has now upgraded to premium membership. Details about this member are provided below.Member Name : {member_name}Member ID : {member_id}You will now receive a percentage of the membership and friendship for each transaction made by this member.",True,2022-11-11 11:25:11.277 +0545,2023-09-07 10:20:26.681 +0545
149,Topup for the first time by the member issued by Merchant ,topup-for-the-first-time-by-the-member-issued-by-merchant,Topup for the first time by the member issued by Normal Merchant (Not belonging to W/L),Member Upgraded to Premium,Member Upgraded to Premium,"Dear {merchant},Congratulations!! A member issued by you has now upgraded to premium membership. Details about this member are provided below.Member Name : {member_name}Member ID : {member_id}You will now receive a percentage of the membership and friendship for each transaction made by this member.",True,2022-11-11 09:52:04.517 +0545,2023-09-07 10:49:30.304 +0545
156,Topup for the first time by the member issued by Charity,topup-for-the-first-time-by-the-member-issued-by-charity,"This email is sent to Charity, when the member issued by them performs their top-up. This email is sent every time when the member performs transaction.",Member Upgraded to Premium,Member Upgraded to Premium,"Dear {charity},Congratulations!! A member issued by you has now upgraded to premium membership. Details about this member are provided below.Member Name : {member_name}Member ID : {member_id}You will now receive a percentage of the membership and friendship for each transaction made by this member.",True,2022-11-11 11:21:28.685 +0545,2023-09-07 10:19:55.637 +0545
345,Reward Received,reward-received,This email is sent to member when they receive rewards from their supplier,Reward Received,Reward Received,"Dear {member},Congratulations!! You have received reward of {piiinks} TouristSaver Points from your supplier. To see details login to your app and go to Rewards sections on Profile tab.",True,2024-11-19 11:07:19.160 +0545,2024-11-19 11:07:19.160 +0545
9,Member Registration Successful,member-registration-successfull,This email is sent after the member is registered in the TouristSaver system,Welcome to TouristSaver,Welcome to TouristSaver,"Dear {member},Welcome to TouristSaver.Now you can transact with all TouristSaver merchants.&nbsp;",True,2022-11-08 17:16:38.696 +0545,2024-01-04 14:26:03.050 +0545
14,Nominated Merchant Registration Success,nominated-merchant-registration-success,Email sent to member when their referred merchant is registered successfully,Merchant Registration Successful,Merchant Registration Successfull,"Dear {member},&nbsp;Your referred merchant ({merchantname}) referred on {referreddate} has been successfully registered with TouristSaver. As a reward, you have received {merchantreferredpiiink} merchants TouristSavers.&nbsp;Following are the details of the Merchant.&nbsp;Merchant name : {merchantname}&nbsp;Email : {merchantemail}&nbsp;Phone : {merchantphone}&nbsp;&nbsp;Log in to your account to access this merchant touristsavers.",True,2022-11-08 17:36:55.674 +0545,2023-09-07 12:04:21.604 +0545
101,Issuer Agreement Approved for Sales Agent,issuer-agreement-approved-for-sales-agent,Issuer Agreement Approved for Sales Agent,Issuer Agreement Approved,Issuer Agreement Approved,"Dear {salesagent},&nbsp;Congratulations! Your submitted issuer agreement has been verified. You can now issue premium membership and register merchants using following issuer code.&nbsp;Your Issuer Code{issuer_code}",False,2022-11-09 16:50:05.905 +0545,2023-01-31 11:53:27.730 +0545
131,Merchant Agreement Re-Submission,merchant-agreement-re-submission,Merchant Agreement Re-Submission,Merchant Agreement Re-submitted,Merchant Agreement Re-submitted,Dear {countryadmin}The following user has re-submitted a Merchant Agreement.&nbsp;Merchant Name : {merchant_name}Email : {merchant_email}Phone : {merchant_phone}Login to your panel to view this request.,False,2022-11-11 09:17:22.002 +0545,2023-01-31 11:29:11.064 +0545
346,Transaction Rejected,transaction-rejected,This email is sent to merchant when their transaction is rejected by supplier ,Transaction Rejected,Transaction Rejected,"Dear {merchant},Unfortunately one of your transaction record has been rejected by your supplier.Transaction Date = {transaction_date}Rejected Reason={rejected_reason}Please contact your supplier for further details.",True,2024-11-19 11:07:55.165 +0545,2024-11-19 11:07:55.165 +0545
158,Issuer Agreement Re- Submission for Merchant,issuer-agreement-re--submission-for-merchant,Issuer Agreement Re- Submission for Merchant,Issuer Agreement  Re-submitted,Issuer Agreement  Re-submitted,"Dear {countryadmin},The following user has re-submitted an Issuer Agreement.Username : {username}Email : {email}Phone : {phone}role : {userrole}Login to your panel to view this request.",False,2022-11-11 11:26:07.172 +0545,2023-01-31 11:28:41.208 +0545
292,Charity Selected Successfully,select-charity,This email is sent to member as a thank you message when they choose any charity as their desired charity from their profile,Charity Selected Successfully,Charity Selected Successfully,"Dear {memberName},Congratulations!! You have successfully selected {charityName} as your charity.Thank you",True,2023-12-28 16:35:34.719 +0545,2024-02-08 13:24:54.852 +0545
125,EOI Approved of Charity,eoi-approved-of-charity,Email sent to EOI sender when their EOI for Charity is approved,Registration Successful,Registration Successful,"Dear {charity},Congratulations!! Your charity has been successfully registered to TouristSaver. Please use the following credentials to login in to your Dashboard.Email: {email}Password: {password}Click here to login in to charity Dashboard. &nbsp;&nbsp;Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue membership.",True,2022-11-09 17:28:25.344 +0545,2023-09-07 11:05:47.916 +0545
176,Charity Registration Unsuccessful for sales agents,charity-registration-unsuccessful-for-sales-agents,This email is sent to Sales Agents when the charity requested by them is rejected.,Charity Request Rejected,Charity Request Rejected,"Dear {salesagent},Sorry! Your requested charity with following details can't be approved in the TouristSaver system due to below mentioned issues.&nbsp;Charity Name : {charity_name}Email : {charity_email}Phone : {charity_phone}&nbsp;Issues:&nbsp;{issues_description}Please contact TouristSaver.
",True,2022-11-15 12:48:00.029 +0545,2023-04-02 13:46:24.791 +0545
293,Registration with free piiinks or claim free Piiinks,registration-with-free-piiinks-or-claim-free-piiinks,This email is sent to member when they use free TouristSavers during registration or claim free TouristSavers from their wallet screeen.,Free TouristSavers Received,Free TouristSavers Received,"Dear {member},Congratulations!! You have received {piinks_count} Universal Free TouristSavers.
",True,2023-12-28 16:36:24.357 +0545,2023-12-28 16:36:24.357 +0545
196,Upcoming Transaction Fee Deduction Email,upcoming-transaction-fee-deduction-email,Remainder email sent to the merchants 3 days before deducting transaction fee from their card,Upcoming Transaction Fee Deduction Reminder,Upcoming Transaction Fee Deduction Reminder,"Dear {merchant},&nbsp;This is a friendly reminder that your {card_type} card ending in {end_digits_of_card} will be debited by {transaction_fee_amount} on {deduction_date} for the transaction fee charge from {start_date} to {end_date}. Please ensure your card has a enough balance available for this deduction to take place.&nbsp;If you want to change your card information go to My Account &gt; Payment Method in your Dashboard.&nbsp;If you have any queries please contact us via your Contact TouristSaver tab on your dashboard.",True,2023-01-31 18:29:39.204 +0545,2024-01-17 12:21:58.365 +0545
94,Issuer Agreement Rejected for Merchant,issuer-agreement-rejected-for-merchant,Issuer Agreement Rejected for Merchant,Issuer Agreement  Rejected,Issuer Agreement  Rejected,"Dear {merchant},&nbsp;The issuer agreement you submitted could not be verified. Please fix the issues mentioned below and re-submit the agreement from Agreement &gt; Issuer Agreement section.&nbsp;Issues:&nbsp;{issues_description}",False,2022-11-09 16:43:02.994 +0545,2023-01-31 11:29:54.971 +0545
194,Email on the assign of the transaction QR Code,email-on-the-assign-of-the-transaction-qr-code,This email is sent when transaction QR codes are assigned to any role,New Transaction QR Codes Assigned,New Transaction QR Codes Assigned,"Dear {username},&nbsp;You have been assigned with {transaction_qr_codes_count} transaction QR codes.&nbsp;These codes are accessible via your Dashboard.You can use these codes while creating merchants from your Dashboard",True,2023-01-18 11:11:13.357 +0545,2023-05-29 03:54:33.178 +0545
193,Email on the assign of the issuer QR Code,email-on-the-assign-of-the-issuer-qr-code,This email is sent when transaction QR codes are assigned to any role,New Issuer QR Codes Assigned,New Issuer QR Codes Assigned,"Dear {username},&nbsp;You have been assigned with {issuer_qr_codes_count} issuer QR codes.&nbsp;These codes are accessible via your Dashboard.You can use these codes while creating merchants from your Dashboard.",True,2023-01-18 11:11:11.647 +0545,2023-05-29 03:55:23.910 +0545
347,Reward Received By Merchant,reward-received-by-merchant,This email is sent to merchant when they receive reward from their supplier,Reward Received,Reward Received,"Dear {merchant},Congratulations !! You have received reward of {reward_amount} {reward_type} from your supplier. To know further about the reward login to your panel and go to Reward List menu",True,2024-11-19 11:08:33.249 +0545,2024-11-20 09:48:37.944 +0545
199,Renewal of Supporter Package,renewal-of-supporter-package,This email is sent to merchant when they renew their supporter package ie. Renewal of supporter package ie. from getsIssuer=false package to getsIssuer=false package,Renewal Successful,Renewal Successful,"Dear {merchant},&nbsp;Congratulations!! Your {packagename} package has been renewed successfully.&nbsp;",True,2023-02-02 10:25:32.676 +0545,2023-04-02 13:45:04.176 +0545
197,Upgrade from premium to partner,upgrade-from-premium-to-partner,This email is sent to merchant when they upgrade from premium package to partner package,Upgrade Successful,Upgrade Successful,"Dear {merchant},&nbsp;Congratulations!! Your package has been successfully updated to {packagename} package.&nbsp;As per your package you have received {number_of_premium_member_codes} premium member codes. You can use these codes to register premium members.",True,2023-02-02 10:13:20.032 +0545,2023-04-02 13:45:12.178 +0545
168,Registration of Area Owner by country admin,registration-of-area-owner-by-country-admin,This email is sent to Area Owners when they are registered by country admin.,Registration Successful,Registration Successful,"Dear {areaowner},Congratulations!! You have been successfully registered as Area Licensee for {area_name} in TouristSaver. Please use the following credentials to login in to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;Email:{email}Password:{password}Click here to login in to area licensee Dashboard.&nbsp;Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue membership.Please find the &nbsp;Issuer QR code code attached to this email for your convenience.&nbsp;",True,2022-11-13 12:34:03.874 +0545,2023-09-07 10:06:01.054 +0545
170,Registration of Charity by country admin,registration-of-charity-by-country-admin,This email is sent to charities when they are registered by country admin.,Registration Successful,Registration Successful,"Dear {charity},Congratulations! Your charity has been successfully registered to TouristSaver. Please use the following credentials to login to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;Email : {email}Password : {password}Click here to login to the charity Dashboard.&nbsp;Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue membership.Please find the &nbsp;Issuer QR code code attached to this email for your convenience.",True,2022-11-13 12:34:54.178 +0545,2023-09-07 10:03:00.876 +0545
204,Registration Successful of White Label User With Issuer Code,registration-successful-of-white-label-user-with-issuer-code,Email sent to white label user when they successfully register and they have Membership Issuer access.,Registration Successful,Registration Successful,"Dear {whitelabeluser},Congratulations! You have been successfully registered to TouristSaver.Please use the following credentials to login to your White Label Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.username : {white_label_user_username}password : {password}Your Issuer Code{issuer_code}You can use given issuer code to issue memberships.&nbsp;Click here to login in to your Dashboard using above credentials. You can issue membership, sign merchant, club, charity as well as register white label users from this dashboard.&nbsp;Please find the Issuer QR code attached to this email for your convenience.&nbsp;",True,2022-11-11 09:23:06.702 +0545,2023-09-14 09:00:10.304 +0545
160,Merchant Agreement Approved for Partner Package,merchant-agreement-approved-for-partner-package,Merchant Agreement Approved for Partner Package,Merchant Agreement Approved,Merchant Agreement Approved,"Dear {merchant},Congratulations! Your merchant agreement has been successfully approved. Please login to your panel and sign issuer agreement to be able to issue membership.&nbsp;",False,2022-11-11 11:27:20.923 +0545,2023-01-31 11:27:48.966 +0545
161,Merchant Agreement Approved for Supporter Package,merchant-agreement-approved-for-supporter-package,Merchant Agreement Approved for Supporter Package,Merchant Agreement Approved,Merchant Agreement Approved,"Dear {merchant},Congratulations! Your merchant agreement has been successfully approved.&nbsp;&nbsp;",False,2022-11-11 11:57:46.868 +0545,2023-01-31 11:27:28.966 +0545
198,Renewal of Premium or Partner Package,renewal-of-premium-or-partner-package,Email sent to merchant when they renew their premium/partner package,Renewal Successful,Renewal Successful,"Dear {merchant},&nbsp;Congratulations!! &nbsp;Your {packagename} package has been renewed successfully.&nbsp;As per your package you have received {number_of_premium_member_codes} premium member codes. You can use these codes to register premium members.",True,2023-02-02 10:25:26.965 +0545,2023-09-07 09:47:26.796 +0545
162,Issuer Agreement Rejected for Sales Agent,issuer-agreement-rejected-for-sales-agent,Issuer Agreement Rejected for Sales Agent,Issuer Agreement  Rejected,Issuer Agreement  Rejected,"Dear {salesagent},Your submitted issuer agreement could not be verified. Please fix the issues mentioned below and re-submit the agreement from Agreement &gt; Issuer Agreement section.Issues:{issues_description}",False,2022-11-13 11:06:51.135 +0545,2023-01-19 17:42:41.517 +0545
246,Renewal of Supporter Package with issuer code,renewal-of-supporter-package-with-issuer-code,Renewal of supporter package ie. from getsIssuer=false package to getsIssuer=false package,Renewal Successful,Renewal Successful,"Dear {merchant},&nbsp;Congratulations!! Your {packagename} package has been renewed successfully.&nbsp;Also, you have received a membership issuer code in your package. You can use this membership issuer code to register new members when you convert to a Premium Merchant package.&nbsp;&nbsp;Your membership issuer code:{membership_issuer_code}&nbsp;&nbsp;Please find the &nbsp;Issuer QR code code attached to this email for your convenience.",True,2023-07-07 09:58:33.806 +0545,2023-09-07 08:19:02.004 +0545
313,Reject Transfer Merchant Lookover Request,reject-transfer-merchant-lookover-request,"This email is sent to country owner when the merchant request transferred to any entities, rejects that request.",Referred Merchant Lookover Request Rejected,Referred Merchant Lookover Request Rejected,"Dear {countryadmin},&nbsp;Your request to lookover the referrer merchant &nbsp;with following details has been rejected by {transferred_name} ( {transferred_role})&nbsp;Merchant name : {merchantname}Email : {merchantemail}&nbsp;Phone : {merchantphone}&nbsp;&nbsp;Reject Reason :{rejectReason}&nbsp;Login to your panel to view this request.&nbsp;",True,2023-07-03 11:49:29.393 +0545,2023-09-07 08:23:23.130 +0545
314,Membership Issuer Code Received,membership-issuer-code-provided-to-sales-agent,This email is sent to sales agent who was previously non-issuer but now has been provided with issuer feature.,Membership Issuer Code Received,Membership Issuer Code Received,"Dear {salesagent},Congratulations! You have been provided with Membership issuer code.Your membership issuer code{membership_issuer_code}You can use given membership issuer code to issue membership.Please find the&nbsp;Issuer QR code code attached to this email for your convenience.",True,2024-05-14 10:41:58.665 +0545,2024-05-14 10:41:58.665 +0545
312,Referred merchant Rejected Email for Referrer,referred-merchant-rejected-email-for-referrer,This email is sent to merchant referrer ie. member when the merchant referred by member is rejected.,Referred Merchant Rejected,Referred Merchant Rejected,"Dear {member},&nbsp;A merchant referred by you with the following details has been rejected.&nbsp;Merchant name : {merchantname}Email : {merchantemail}&nbsp;Phone : {merchantphone}&nbsp;&nbsp;Reject Reason :{rejectReason}&nbsp;Please contact TouristSaver.",True,2023-07-03 11:49:29.393 +0545,2023-09-07 08:23:23.130 +0545
348,Registration of Supplier,registration-of-supplier,This email is sent to Supplier when it is created by Global admin.,Registration Successful,Registration Successful,"Dear {supplier},Congratulations! You have been successfully registered as Supplier in TouristSaver. Please use the following credentials to login to your panel.Email : {email}Password : {password}",True,2024-11-19 11:10:24.382 +0545,2024-11-19 11:10:24.382 +0545
295,Premium Code Application Successful,premium-code-application-successful,This email is sent to user when they use premium code from their topup page and premium code is applied successfully.,Premium Code Application Successful,Premium Code Application Successful,"Dear {member},Congratulations !! you have applied premium code successfully. {Piiinks} TouristSavers has been added to your universal wallet. To view this, login to your panel.",True,2023-12-28 16:37:31.994 +0545,2023-12-28 16:37:31.994 +0545
201,Merchant Registration Successful for Signers,merchant-registration-successful-for-signers,This email is sent to signer when the merchant registered by them is successfully approved by country owner,Merchant Registration Successful,Merchant Registration Successful,"Dear {user},&nbsp;Congratulations!! Your merchant with the following details has been successfully approved by TouristSaver.&nbsp;Merchant name : {merchant_name}Email :{merchant_email}Phone : {phone_number}&nbsp;You can view this merchant details from the Merchant list of your Dashboard.&nbsp;
",True,2023-02-08 16:55:50.907 +0545,2023-09-07 09:40:29.738 +0545
114,EOI Rejected of Area Owner,eoi-rejected-of-area-owner,Email sent to EOI sender when their EOI for Area Owner is rejected by TouristSaver.,Expression of Interest Rejected,Expression of Interest Rejected,"Dear {username},&nbsp;Your request for an Area Licensee registration with TouristSaver could not be approved due to the following issues. Please contact TouristSaver.&nbsp;&nbsp;Issues:{issues_description}",True,2022-11-09 17:20:15.653 +0545,2023-09-07 11:16:05.423 +0545
279,Assign of  Issuer Code to Merchant,assign-issuer-code-to-merchant,This email is sent to merchant who wasn't previously assigned with issuer code during verification,Issuer Code Assigned,Issuer Code Assigned,"Dear {merchant},Congratulations! You have been successfully assigned an issuer verification code.Your membership issuer code{membership_issuer_code}&nbsp;You can use given membership issuer code to issue members.Please find the Transaction QR code attached to this email for your convenience.&nbsp;",True,2023-08-17 12:32:09.838 +0545,2023-09-07 06:44:19.531 +0545
206,Change of Non-Issuer W/L to Issuer W/L,change-of-non-issuer-w/l-to-issuer-w/l,This email is sent to white label user who can't previously issue membership but now can issue membership.,Issuer Codes Assigned,Issuer Codes Assigned,"Dear {whitelabeluser},Congratulations!! You are now assigned with the membership issuer feature.&nbsp;Your Issuer Code{issuer_code}You can use given issuer code to issue memberships.&nbsp;&nbsp;Please find the Issuer QR code code attached to this email for your convenience.",True,2023-02-24 09:56:36.478 +0545,2023-09-07 08:46:20.526 +0545
53,Region Owner Agreement Approved,region-owner-agreement-approved,Region Owner Agreement Approved,Region Owner Agreement Approved,Region Owner Agreement Approved,"Dear {regionowner},&nbsp;&nbsp;Congratulations!! Your submitted Region Licensee Agreement has been verified. In order to be able to issue membership, login in to your panel and go to Agreements &gt; Issuer Agreement and submit the agreement.",False,2022-11-09 10:39:21.005 +0545,2023-01-19 18:11:01.819 +0545
